source_id,jci_name,description,sensor_type,sensor_type_error,unit,type,data_type,name
567_1_3006358,BSB.N4THFLR.RM-4079D.VAV-65.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 67 N2 2 VAV 65 Tuning CLG IT
567_1_3006377,BSB.N4THFLR.RM-4040.VAV-7.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 67 N2 2 VAV 7 Tuning CLG IT
567_1_3006396,BSB.N4THFLR.RM-4024A.VAV-8.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 67 N2 2 VAV 8 Tuning CLG IT
567_1_3006415,BSB.N4THFLR.RM-4052.VAV-82.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 67 N2 2 VAV 82 Tuning CLG IT
567_1_3006434,BSB.N4THFLR.RM-4034.VAV-9.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 67 N2 2 VAV 9 Tuning CLG IT
566_1_3012948,BSB.N2NDFLR.RM-2073B.UNT-54.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 66 N2 2 UNT 54 CLG IT
565_1_3002895,BSB.AC-14.CLG-INT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 65 N2 2 AHU 14 Tuning CLG IT
565_1_3002913,BSB.AC-9.DC-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 65 N2 1 AHU 1 Tuning DC IT
565_1_3002928,BSB.AC-10.DC-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 65 N2 1 AHU 2 Tuning DC IT
565_1_3002942,BSB.AC-7.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 65 N2 1 AHU 3 Tuning CLG IT
565_1_3002946,BSB.AC-8.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 65 N2 1 AHU 4 Tuning CLG IT
564_1_3000927,BSB.AC-1.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 64 N2 1 AHU 1 Tuning CLG IT
564_1_3000933,BSB.AC-2.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 64 N2 1 AHU 2 Tuning CLG IT
564_1_3000938,BSB.AC-3.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 64 N2 1 AHU 3 Tuning CLG IT
564_1_3000943,BSB.AC-4.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 64 N2 1 AHU 4 Tuning CLG IT
564_1_3000954,BSB.AC-5.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 64 N2 1 AHU 6 Tuning CLG IT
564_1_3003176,BSB.BASEMENT.RM-B100.VAV-1.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 64 N2 1 VAV 1 Tuning CLG IT
564_1_3003197,BSB.BASEMENT.HALLWAY.VAV-2.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 64 N2 1 VAV 2 Tuning CLG IT
564_1_3003218,BSB.BASEMENT.RM-B106.VAV-3.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 64 N2 1 VAV 3 Tuning CLG IT
564_1_3003239,BSB.BASEMENT.RM-B105.VAV-4.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 64 N2 1 VAV 4 Tuning CLG IT
564_1_3003260,BSB.BASEMENT.MENSRM.VAV-5.CLG-IT,Cooling Integral Time,cooling integral time,,73,Analog Output,1,NAE 64 N2 1 VAV 5 Tuning CLG IT
564_1_3000960,BSB.AC-6.CLG-IT,Cooling Integration Time,cooling integration time,,73,Analog Output,1,NAE 64 N2 1 AHU 7 Tuning CLG IT
568_1_3001902,BSB.AC-19.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 2 AHU 1 Tuning CLG PB
568_1_3003200,BSB.N5THFLR.NE-CORR.VAV-1.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 1 Tuning CLG PB
568_1_3003222,BSB.N5THFLR.RM-5028.VAV-10.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 10 Tuning CLG PB
568_1_3003241,BSB.N5THFLR.RM-5046.VAV-11.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 11 Tuning CLG PB
568_1_3003265,BSB.N5THFLR.VAV-5NE1.VAV-12.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 12 Tuning CLG PB
568_1_3003282,BSB.N5THFLR.RM-5024.VAV-13.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 13 Tuning CLG PB
568_1_3003301,BSB.N5THFLR.RM-5022.VAV-14.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 14 Tuning CLG PB
568_1_3003325,BSB.N5THFLR.VAV-5SE.VAV-15.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 15 Tuning CLG PB
568_1_3003347,BSB.N5THFLR.MID-CORR.VAV-16.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 16 Tuning CLG PB
568_1_3003369,BSB.N5THFLR.RM-5020.VAV-17.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 17 Tuning CLG PB
568_1_3003388,BSB.N5THFLR.RM-5018.VAV-18.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 18 Tuning CLG PB
568_1_3003407,BSB.N5THFLR.RM-5015.VAV-19.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 19 Tuning CLG PB
568_1_3003426,BSB.N5THFLR.RM-5046B.VAV-2.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 2 Tuning CLG PB
568_1_3003445,BSB.N5THFLR.RM-5014.VAV-20.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 20 Tuning CLG PB
568_1_3003464,BSB.N5THFLR.RM-5013.VAV-21.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 21 Tuning CLG PB
568_1_3003483,BSB.N5THFLR.RM-5012.VAV-22.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 22 Tuning CLG PB
568_1_3003502,BSB.N5THFLR.RM-5011B.VAV-23.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 23 Tuning CLG PB
568_1_3003521,BSB.N5THFLR.RM-5010.VAV-24.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 24 Tuning CLG PB
568_1_3003540,BSB.N5THFLR.RM-5008.VAV-25.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 25 Tuning CLG PB
568_1_3003559,BSB.N5THFLR.RM-5006.VAV-26.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 26 Tuning CLG PB
568_1_3003578,BSB.N5THFLR.RM-5004.VAV-28.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 28 Tuning CLG PB
568_1_3003603,BSB.N5THFLR.RM-5001B.VAV-29.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 29 Tuning CLG PB
568_1_3003625,BSB.N5THFLR.RM-5045.VAV-3.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 3 Tuning CLG PB
568_1_3003644,BSB.N5THFLR.WRR.VAV-30.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 30 Tuning CLG PB
568_1_3003669,BSB.N5THFLR.LOBBY.VAV-31.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 31 Tuning CLG PB
568_1_3003697,BSB.N5THFLR.RM-5052.VAV-32.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 32 Tuning CLG PB
568_1_3003719,BSB.N5THFLR.RM-5054.VAV-33.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 33 Tuning CLG PB
568_1_3003738,BSB.N5THFLR.RM-5062.VAV-35.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 35 Tuning CLG PB
568_1_3003757,BSB.N5THFLR.RM-5064.VAV-36.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 36 Tuning CLG PB
568_1_3003781,BSB.N5THFLR.VAV-5SW.VAV-37.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 37 Tuning CLG PB
568_1_3003798,BSB.N5THFLR.RM-5066.VAV-38.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 38 Tuning CLG PB
568_1_3003817,BSB.N5THFLR.RM-5005.VAV-39.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 39 Tuning CLG PB
568_1_3003836,BSB.N5THFLR.RM-5042.VAV-4.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 4 Tuning CLG PB
568_1_3003855,BSB.N5THFLR.RM-5053.VAV-40.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 40 Tuning CLG PB
568_1_3003880,BSB.N5THFLR.RM-5067.VAV-41.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 41 Tuning CLG PB
568_1_3003902,BSB.N5THFLR.RM-5068.VAV-42.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 42 Tuning CLG PB
568_1_3003921,BSB.N5THFLR.RM-5072.VAV-43.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 43 Tuning CLG PB
568_1_3003945,BSB.N5THFLR.VAV-5NW1.VAV-44.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 44 Tuning CLG PB
568_1_3003962,BSB.N5THFLR.RM-5074.VAV-45.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 45 Tuning CLG PB
568_1_3003981,BSB.N5THFLR.RM-5076.VAV-46.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 46 Tuning CLG PB
568_1_3004000,BSB.N5THFLR.RM-5073.VAV-47.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 47 Tuning CLG PB
568_1_3004019,BSB.N5THFLR.RM-5078.VAV-48.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 48 Tuning CLG PB
568_1_3004038,BSB.N5THFLR.RM-5040.VAV-5.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 5 Tuning CLG PB
568_1_3004057,BSB.N5THFLR.RM-5080.VAV-50.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 50 Tuning CLG PB
568_1_3004076,BSB.N5THFLR.RM-5084.VAV-51.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 51 Tuning CLG PB
568_1_3004100,BSB.N5THFLR.VAV-5NW2.VAV-52.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 52 Tuning CLG PB
568_1_3004117,BSB.N5THFLR.RM-5086.VAV-53.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 53 Tuning CLG PB
568_1_3004136,BSB.N5THFLR.RM-5090.VAV-55.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 55 Tuning CLG PB
568_1_3004155,BSB.N5THFLR.RM-5092.VAV-56.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 56 Tuning CLG PB
568_1_3004174,BSB.N5THFLR.RM-5095A.VAV-57.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 57 Tuning CLG PB
568_1_3004193,BSB.N5THFLR.RM-5094.VAV-58.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 58 Tuning CLG PB
568_1_3004212,BSB.N5THFLR.RM-5096.VAV-59.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 59 Tuning CLG PB
568_1_3004231,BSB.N5THFLR.RM-5039A.VAV-6.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 6 Tuning CLG PB
568_1_3004256,BSB.N5THFLR.NW-CORR.VAV-60.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 60 Tuning CLG PB
568_1_3004278,BSB.N5THFLR.RM-5098.VAV-61.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 61 Tuning CLG PB
568_1_3004297,BSB.N5THFLR.RM-5017.VAV-62.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 62 Tuning CLG PB
568_1_3004316,BSB.N5THFLR.RM-5026.VAV-63.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 63 Tuning CLG PB
568_1_3004335,BSB.N5THFLR.RM-5044.VAV-64.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 64 Tuning CLG PB
568_1_3004354,BSB.N5THFLR.RM-5046A.VAV-65.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 65 Tuning CLG PB
568_1_3004373,BSB.N5THFLR.RM-5055.VAV-66.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 66 Tuning CLG PB
568_1_3004392,BSB.N5THFLR.RM-5034.VAV-7.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 7 Tuning CLG PB
568_1_3004416,BSB.N5THFLR.VAV-5NE2.VAV-8.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 8 Tuning CLG PB
568_1_3004433,BSB.N5THFLR.RM-5032.VAV-9.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 68 N2 1 VAV 9 Tuning CLG PB
567_1_3003983,BSB.N3RDFLR.RM-3048.VAV-1.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 1 Tuning CLG PB
567_1_3004007,BSB.N3RDFLR.VAV-3NE2.VAV-10.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 10 Tuning CLG PB
567_1_3004024,BSB.N3RDFLR.RM-3032.VAV-11.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 11 Tuning CLG PB
567_1_3004043,BSB.N3RDFLR.RM-3028A.VAV-12.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 12 Tuning CLG PB
567_1_3004062,BSB.N3RDFLR.RM-3028B.VAV-13.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 13 Tuning CLG PB
567_1_3004086,BSB.N3RDFLR.VAV-3NE1.VAV-15.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 15 Tuning CLG PB
567_1_3004103,BSB.N3RDFLR.RM-3026.VAV-16.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 16 Tuning CLG PB
567_1_3004128,BSB.N3RDFLR.MID-CORR.VAV-17.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 17 Tuning CLG PB
567_1_3004150,BSB.N3RDFLR.RM-3020.VAV-18.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 18 Tuning CLG PB
567_1_3004169,BSB.N3RDFLR.RM-3018.VAV-19.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 19 Tuning CLG PB
567_1_3004188,BSB.N3RDFLR.RM-3047B.VAV-2.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 2 Tuning CLG PB
567_1_3004207,BSB.N3RDFLR.RM-3024.VAV-20.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 20 Tuning CLG PB
567_1_3004231,BSB.N3RDFLR.VAV-3SE.VAV-21.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 21 Tuning CLG PB
567_1_3004248,BSB.N3RDFLR.RM-3015A.VAV-22.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 22 Tuning CLG PB
567_1_3004267,BSB.N3RDFLR.RM-3011B.VAV-23.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 23 Tuning CLG PB
567_1_3004286,BSB.N3RDFLR.RM-3010.VAV-24.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 24 Tuning CLG PB
567_1_3004305,BSB.N3RDFLR.RM-3009.VAV-25.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 25 Tuning CLG PB
567_1_3004324,BSB.N3RDFLR.RM-3014.VAV-26.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 26 Tuning CLG PB
567_1_3004343,BSB.N3RDFLR.RM-3004.VAV-27.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 27 Tuning CLG PB
567_1_3004362,BSB.N3RDFLR.RM-3003.VAV-28.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 28 Tuning CLG PB
567_1_3004381,BSB.N3RDFLR.RM-3002.VAV-29.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 29 Tuning CLG PB
567_1_3004400,BSB.N3RDFLR.RM-3046.VAV-3.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 3 Tuning CLG PB
567_1_3004419,BSB.N3RDFLR.RM-3000A.VAV-30.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 30 Tuning CLG PB
567_1_3004444,BSB.N3RDFLR.LOBBY.VAV-31.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 31 Tuning CLG PB
567_1_3004473,BSB.N3RDFLR.RM-3001.VAV-32.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 32 Tuning CLG PB
567_1_3004501,BSB.N3RDFLR.RM-3052.VAV-34.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 34 Tuning CLG PB
567_1_3004523,BSB.N3RDFLR.WRR.VAV-35.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 35 Tuning CLG PB
567_1_3004542,BSB.N3RDFLR.RM-3053A.VAV-36.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 36 Tuning CLG PB
567_1_3004561,BSB.N3RDFLR.RM-3055.VAV-37.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 37 Tuning CLG PB
567_1_3004580,BSB.N3RDFLR.RM-3054.VAV-38.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 38 Tuning CLG PB
567_1_3004599,BSB.N3RDFLR.RM-3054A.VAV-39.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 39 Tuning CLG PB
567_1_3004618,BSB.N3RDFLR.RM-3044.VAV-4.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 4 Tuning CLG PB
567_1_3004637,BSB.N3RDFLR.RM-3053B.VAV-40.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 40 Tuning CLG PB
567_1_3004657,BSB.N3RDFLR.RM-3060.VAV-41.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 41 Tuning CLG PB
567_1_3004676,BSB.N3RDFLR.RM-3062.VAV-42.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 42 Tuning CLG PB
567_1_3004695,BSB.N3RDFLR.RM-3065A.VAV-43.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 43 Tuning CLG PB
567_1_3004714,BSB.N3RDFLR.RM-3068.VAV-44.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 44 Tuning CLG PB
567_1_3004738,BSB.N3RDFLR.VAV-3NW1.VAV-45.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 45 Tuning CLG PB
567_1_3004760,BSB.N3RDFLR.VAV-3SW.VAV-46.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 46 Tuning CLG PB
567_1_3004777,BSB.N3RDFLR.RM-3074.VAV-47.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 47 Tuning CLG PB
567_1_3004796,BSB.N3RDFLR.RM-3077.VAV-48.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 48 Tuning CLG PB
567_1_3004815,BSB.N3RDFLR.RM-3084.VAV-49.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 49 Tuning CLG PB
567_1_3004834,BSB.N3RDFLR.RM-3042.VAV-5.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 5 Tuning CLG PB
567_1_3004853,BSB.N3RDFLR.RM-3086.VAV-50.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 50 Tuning CLG PB
567_1_3004872,BSB.N3RDFLR.RM-3080.VAV-51.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 51 Tuning CLG PB
567_1_3004891,BSB.N3RDFLR.RM-3082.VAV-52.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 52 Tuning CLG PB
567_1_3004913,BSB.N3RDFLR.RM-3087B.VAV-53.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 53 Tuning CLG PB
567_1_3004932,BSB.N3RDFLR.RM-3087A.VAV-54.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 54 Tuning CLG PB
567_1_3004951,BSB.N3RDFLR.RM-3090.VAV-55.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 55 Tuning CLG PB
567_1_3004975,BSB.N3RDFLR.VAV-3NW2.VAV-56.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 56 Tuning CLG PB
567_1_3004992,BSB.N3RDFLR.RM-3092B.VAV-57.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 57 Tuning CLG PB
567_1_3005017,BSB.N3RDFLR.NW-CORR.VAV-58.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 58 Tuning CLG PB
567_1_3005039,BSB.N3RDFLR.RM-3092A.VAV-59.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 59 Tuning CLG PB
567_1_3005058,BSB.N3RDFLR.RM-3041A.VAV-6.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 6 Tuning CLG PB
567_1_3005077,BSB.N3RDFLR.RM-3092C.VAV-60.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 60 Tuning CLG PB
567_1_3005096,BSB.N3RDFLR.RM-3078.VAV-63.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 63 Tuning CLG PB
567_1_3005118,BSB.N3RDFLR.RM-3027A.VAV-64.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 64 Tuning CLG PB
567_1_3005137,BSB.N3RDFLR.RM-3040.VAV-7.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 7 Tuning CLG PB
567_1_3005162,BSB.N3RDFLR.NE-CORR.VAV-8.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 8 Tuning CLG PB
567_1_3005184,BSB.N3RDFLR.RM-3034.VAV-9.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 1 VAV 9 Tuning CLG PB
567_1_3005365,BSB.N4THFLR.RM-4046A.VAV-1.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 2 VAV 1 Tuning CLG PB
567_1_3005389,BSB.N4THFLR.VAV-4NE2.VAV-10.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 2 VAV 10 Tuning CLG PB
567_1_3005406,BSB.N4THFLR.RM-4028B.VAV-11.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 2 VAV 11 Tuning CLG PB
567_1_3005425,BSB.N4THFLR.RM-4019.VAV-12.CLG-PB,Cooling Proportional Band,cooling prop band,,64,Analog Output,1,NAE 67 N2 2 VAV 12 Tuning CLG PB
