source_id,jci_name,description,sensor_type,sensor_error,unit,type,data_type,name
608_1_3000350,BONNER.2ND-FLR.RM-2414.VAV-2414EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 1 EFX VMA 026 DPR CMD
608_1_3000430,BONNER.2ND-FLR.RM-2402.VAV-2402.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 1 AH1 VMA 032 DPR CMD
608_1_3000440,BONNER.2ND-FLR.RM-2402.VAV-2402EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 1 EFX VMA 033 DPR CMD
608_1_3000467,BONNER.3RD-FLR.RM-3126.VAV-3126.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 2 AH3 VMA 004 DPR CMD
608_1_3000477,BONNER.3RD-FLR.RM-3126.VAV-3126EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 2 EFX VMA 005 DPR CMD
608_1_3000508,BONNER.3RD-FLR.RM-3146.VAV-3146.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 2 AH3 VMA 007 DPR CMD
608_1_3000518,BONNER.3RD-FLR.RM-3146.VAV-3146EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 2 EFX VMA 008 DPR CMD
608_1_3000528,BONNER.3RD-FLR.RM-3142.VAV-3142.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 2 AH3 VMA 009 DPR CMD
608_1_3000538,BONNER.3RD-FLR.RM-3142.VAV-3142EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 2 EFX VMA 010 DPR CMD
608_1_3000608,BONNER.3RD-FLR.RM-3214.VAV-3214.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 2 AH3 VMA 015 DPR CMD
608_1_3000618,BONNER.3RD-FLR.RM-3214.VAV-3214EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 2 EFX VMA 016 DPR CMD
608_1_3000715,BONNER.3RD-FLR.RM-3106.VAV-3106.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 2 AH3 VMA 023 DPR CMD
608_1_3000725,BONNER.3RD-FLR.RM-3106.VAV-3106EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 2 EFX VMA 024 DPR CMD
608_1_3000748,BONNER.3RD-FLR.RM-3202.VAV-3202EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 2 EFX VMA 026 DPR CMD
608_1_3000758,BONNER.3RD-FLR.RM-3202.VAV-3202.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 2 AH3 VMA 027 DPR CMD
608_1_3000842,BONNER.2ND-FLR.RM-2130.VAV-2130.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 1 AH3 VMA 007 DPR CMD
608_1_3000852,BONNER.2ND-FLR.RM-2130.VAV-2130EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 108 FC 1 EFX VMA 008 DPR CMD
608_1_3001943,BONNER.2ND-FLR.RM-2002A.VAV-2002A.DPR-CMD,Damper Command,damper command,,95,Analog Output,1,NAE 108 FC 1 AHU1 SAV 010 DPR CMD
608_1_3001971,BONNER.2ND-FLR.RM-2325.VAV2325-2.DPR-CMD,Damper Command,damper command,,95,Analog Output,1,NAE 108 FC 1 AHU1 SAV 035 DPR CMD
609_1_3000100,BONNER.3RD-FLR.RM-3230.VAV-3230.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 1 AH3 VMA 005 DPR CMD
609_1_3000110,BONNER.3RD-FLR.RM-3230.VAV-3230EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 1 EFX VMA 006 DPR CMD
609_1_3000120,BONNER.3RD-FLR.RM-3246.VAV-3246.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 1 AH3 VMA 007 DPR CMD
609_1_3000130,BONNER.3RD-FLR.RM-3246.VAV-3246EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 1 EFX VMA 008 DPR CMD
609_1_3000191,BONNER.3RD-FLR.RM-3326.VAV-3326.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 1 AH1 VMA 012 DPR CMD
609_1_3000201,BONNER.3RD-FLR.RM-3326.VAV-3326EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 1 EFX VMA013 DPR CMD
609_1_3000302,BONNER.3RD-FLR.RM-3430.VAV-3430.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 1 AH1 VMA 020 DPR CMD
609_1_3000312,BONNER.3RD-FLR.RM-3430.VAV-3430EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 1 EFX VMA 021 DPR CMD
609_1_3000381,BONNER.3RD-FLR.RM-3306.VAV-3306.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 1 AH1 VMA 027 DPR CMD
609_1_3000391,BONNER.3RD-FLR.RM-3306.VAV-3306EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 1 EFX VMA 028 DPR CMD
609_1_3000401,BONNER.3RD-FLR.RM-3402.VAV-3402.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 1 AH1 VMA 029 DPR CMD
609_1_3000411,BONNER.3RD-FLR.RM-3402.VAV-3402EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 1 EFX VMA 030 DPR CMD
609_1_3000438,BONNER.3RD-FLR.RM-3414.VAV-3414.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 1 AH1 VMA 032 DPR CMD
609_1_3000448,BONNER.3RD-FLR.RM-3414.VAV-3414EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 1 EFX VMA 033 DPR CMD
609_1_3000583,BONNER.4TH-FLR.RM-4134.VAV-4134.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 2 AH3 VMA 012 DPR CMD
609_1_3000593,BONNER.4TH-FLR.RM-4134.VAV-4134EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 2 EFX VMA 013 DPR CMD
609_1_3000620,BONNER.4TH-FLR.RM-4146.VAV-4146.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 2 AH3 VMA 015 DPR CMD
609_1_3000630,BONNER.4TH-FLR.RM-4146.VAV-4146EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 2 EFX VMA 016 DPR CMD
609_1_3000640,BONNER.4TH-FLR.RM-4122.VAV-4122.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 2 AH3 VMA 017 DPR CMD
609_1_3000650,BONNER.4TH-FLR.RM-4122.VAV-4122EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 2 EFX VMA 018 DPR CMD
609_1_3000762,BONNER.4TH-FLR.RM-4218.VAV-4218EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 2 EFX VMA 027 DPR CMD
609_1_3000772,BONNER.4TH-FLR.RM-4218.VAV-4218.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 2 AH3 VMA 028 DPR CMD
609_1_3000803,BONNER.4TH-FLR.RM-4202.VAV-4202.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 2 AH3 VMA 030 DPR CMD
609_1_3000813,BONNER.4TH-FLR.RM-4202.VAV-4202EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 2 EFX VMA 031 DPR CMD
609_1_3000819,BONNER.4TH-FLR.RM-4106.VAV-4106EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 2 EFX VMA 032 DPR CMD
609_1_3000829,BONNER.4TH-FLR.RM-4106.VAV-4106.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 109 FC 2 AH3 VMA 033 DPR CMD
610_1_3000059,BONNER.4TH-FLR.RM-4230.VAV-4230EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 EFX VMA 004 DPR CMD
610_1_3000069,BONNER.4TH-FLR.RM-4230.VAV-4230.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 AH3 VMA 005 DPR CMD
610_1_3000079,BONNER.4TH-FLR.RM-4242.VAV-4242EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 EFX VMA 006 DPR CMD
610_1_3000089,BONNER.4TH-FLR.RM-4242.VAV-4242.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 AH3 VMA 007 DPR CMD
610_1_3000154,BONNER.4TH-FLR.RM-4334.VAV-4334.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 AHX VMA 011 DPR CMD
610_1_3000164,BONNER.4TH-FLR.RM-4334.VAV-4334EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 EFX VMA 012 DPR CMD
610_1_3000191,BONNER.4TH-FLR.RM-4430.VAV-4430.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 AH1 VMA 014 DPR CMD
610_1_3000201,BONNER.4TH-FLR.RM-4430.VAV-4430EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 EFX VMA 015 DPR CMD
610_1_3000211,BONNER.4TH-FLR.RM-4326A.VAV-4326A.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 AH1 VMA 016 DPR CMD
610_1_3000221,BONNER.4TH-FLR.RM-4326A.VAV-4326AEX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 EFX VMA 017 DPR CMD
610_1_3000322,BONNER.4TH-FLR.RM-4306.VAV-4306.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 AH1 VMA 024 DPR CMD
610_1_3000332,BONNER.4TH-FLR.RM-4306.VAV-4306EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 EFX VMA 025 DPR CMD
610_1_3000342,BONNER.4TH-FLR.RM-4318.VAV-4318.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 AH1 VMA 026 DPR CMD
610_1_3000352,BONNER.4TH-FLR.RM-4318.VAV-4318EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 EFX VMA 027 DPR CMD
610_1_3000362,BONNER.4TH-FLR.RM-4414.VAV-4414.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 AH1 VMA 028 DPR CMD
610_1_3000372,BONNER.4TH-FLR.RM-4414.VAV-4414EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 EFX VMA 029 DPR CMD
610_1_3000469,BONNER.4TH-FLR.RM-4402.VAV-4402.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 AH1 VMA 036 DPR CMD
610_1_3000479,BONNER.4TH-FLR.RM-4402.VAV-4402EX.DPR-CMD,Damper Command,damper command,,98,Analog Output,1,NAE 110 FC 1 EFX VMA 037 DPR CMD
557_3_3002033,BH.1STFLR.RM-1106.VAV-67.DI-COND,DI Water Conductivity,Di water conductivity,,,Binary Input,3,NAE 57 N2 1 VAV 67 DI COND
557_0_3004716,DI Water Level sensor,DI Water Level,DI water level,,2,Analog Input,0,NAE 57 N2 1 AHU 1 DI Water Level
557_0_3004569,BONNER.BASEMENT.AHU-1.SF-1.DRIVE-T,Drive Temperature,drive temperature,,62,Analog Input,0,NAE 57 N2 1 VFD 081 DRIVE T
557_0_3004598,BONNER.BASEMENT.AHU-1.SF-2.DRIVE-T,Drive Temperature,drive temperature,,62,Analog Input,0,NAE 57 N2 1 VFD 082 DRIVE T
557_0_3004627,BONNER.BASEMENT.AHU-3.SF-1.DRIVE-T,Drive Temperature,drive temperature,,62,Analog Input,0,NAE 57 N2 2 VFD 095 DRIVE T
557_0_3004656,BONNER.BASEMENT.AHU-3.SF-2.DRIVE-T,Drive Temperature,drive temperature,,62,Analog Input,0,NAE 57 N2 2 VFD 096 DRIVE T
610_2_3001568,BONNER.EF1-1.VFD.DRIVE-T,Drive Temperature,drive temperature,,95,Analog Value,2,NAE 110 FC 2 VFD 004 DRIVE T
610_2_3001595,BONNER.EF1-3.VFD.DRIVE-T,Drive Temperature,drive temperature,,95,Analog Value,2,NAE 110 FC 2 VFD 005 DRIVE T
610_2_3001622,BONNER.EF2-1.VFD.DRIVE-T,Drive Temperature,drive temperature,,62,Analog Value,2,NAE 110 FC 2 VFD 006 DRIVE T
610_2_3001649,BONNER.EF2-3.VFD.DRIVE-T,Drive Temperature,drive temperature,,62,Analog Value,2,NAE 110 FC 2 VFD 007 DRIVE T
610_2_3001676,BONNER.EF3-1.VFD.DRIVE-T,Drive Temperature,drive temperature,,62,Analog Value,2,NAE 110 FC 2 VFD 008 DRIVE T
610_2_3001703,BONNER.EF3-2.VFD.DRIVE-T,Drive Temperature,drive temperature,,62,Analog Value,2,NAE 110 FC 2 VFD 009 DRIVE T
610_2_3001730,BONNER.EF3-3.VFD.DRIVE-T,Drive Temperature,drive temperature,,62,Analog Value,2,NAE 110 FC 2 VFD 010 DRIVE T
610_2_3001757,BONNER.EF4-1.VFD.DRIVE-T,Drive Temperature,drive temperature,,62,Analog Value,2,NAE 110 FC 2 VFD 011 DRIVE T
610_2_3001784,BONNER.EF4-2.VFD.DRIVE-T,Drive Temperature,drive temperature,,62,Analog Value,2,NAE 110 FC 2 VFD 012 DRIVE T
610_2_3001811,BONNER.EF4-3.VFD.DRIVE-T,Drive Temperature,drive temperature,,62,Analog Value,2,NAE 110 FC 2 VFD 013 DRIVE T
607_4_3000251,BONNER.1ST-FLR.RM-1449.VAV-1449.ENVIRO,Emergency Flow,emergency flow,,,Binary Output,4,NAE 107 FC 1 AH1 FEC 015 ENVIRO
607_4_3000342,BONNER.1ST-FLR.RM-1402.VAV-1402.ENVIRO,Emergency Flow,emergency flow,,,Binary Output,4,NAE 107 FC 1 AH1 FEC 022 ENVIRO
607_4_3000360,BONNER.1ST-FLR.RM-1413.VAV-1413.ENVIRO,Emergency Flow,emergency flow,,,Binary Output,4,NAE 107 FC 1 AH1 FEC 023 ENVIRO
607_4_3000375,BONNER.2ND-FLR.RM-2129.VAV-2129.ENVIRO,Emergency Flow,emergency flow,,,Binary Output,4,NAE 107 FC 2 AH3 FEC 004 ENVIRO
607_4_3000536,BONNER.2ND-FLR.RM-2213.VAV-2213.ENVIRO,Emergency Flow,emergency flow,,,Binary Output,4,NAE 107 FC 2 AH3 FEC 018 ENVIRO
607_4_3000798,BONNER.2ND-FLR.RM-2129B.VAV-2129B.ENVIRO,Emergency Flow,emergency flow,,,Binary Output,4,NAE 107 FC 2 AH3 FEC 028 ENVIRO
608_4_3000169,BONNER.2ND-FLR.RM-2325.VAV-2325.ENVIRO,Emergency Flow,emergency flow,,,Binary Output,4,NAE 108 FC 1 AH1 FEC 012 ENVIRO
608_4_3000491,BONNER.3RD-FLR.RM-3125.VAV-3125.ENVIRO,Emergency Flow,emergency flow,,,Binary Output,4,NAE 108 FC 2 AH3 FEC 006 ENVIRO
609_4_3000285,BONNER.3RD-FLR.RM-3417.VAV-3417.ENVIRO,Emergency Flow,emergency flow,,,Binary Output,4,NAE 109 FC 1 AH1 FEC 019 ENVIRO
609_4_3000462,BONNER.4TH-FLR.RM-4121.VAV-4121.ENVIRO,Emergency Flow,emergency flow,,,Binary Output,4,NAE 109 FC 2 AH3 FEC 004 ENVIRO
610_4_3000305,BONNER.4TH-FLR.RM-4305.VAV-4305.ENVIRO,Emergency Flow,emergency flow,,,Binary Output,4,NAE 110 FC 1 AH1 FEC 023 ENVIRO
557_3_3002159,BH.PWR.EMGN-ALM,Emergency Generator Alarm,emergency generator alarm,,,Binary Input,3,NAE 57 N2 2 AHU 2 EMGN ALM
557_3_3002160,BH.PWR.EMGN-STS,Emergency Generator Status,emergency generator status,,,Binary Input,3,NAE 57 N2 2 AHU 2 EMGN STS
607_3_3000252,BONNER.1ST-FLR.RM-1449.VAV-1449.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Input,3,NAE 107 FC 1 AH1 FEC 015 EMER PB
607_3_3000343,BONNER.1ST-FLR.RM-1402.VAV-1402.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Input,3,NAE 107 FC 1 AH1 FEC 022 EMER PB
607_3_3000361,BONNER.1ST-FLR.RM-1413.VAV-1413.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Input,3,NAE 107 FC 1 AH1 FEC 023 EMER PB
607_3_3000376,BONNER.2ND-FLR.RM-2129.VAV-2129.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Input,3,NAE 107 FC 2 AH3 FEC 004 EMER PB
607_3_3000537,BONNER.2ND-FLR.RM-2213.VAV-2213.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Input,3,NAE 107 FC 2 AH3 FEC 018 EMER PB
607_3_3000799,BONNER.2ND-FLR.RM-2129B.VAV-2129B.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Input,3,NAE 107 FC 2 AH3 FEC 028 EMER PB
607_5_3000453,BONNER.2ND-FLR.RM-2229.VAV-2229.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 107 FC 2 AH3 SAV 009 EMER PB
607_5_3000489,BONNER.2ND-FLR.RM-2121.VAV-2121-1.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 107 FC 2 AH3 SAV 014 EMER PB
607_5_3000506,BONNER.2ND-FLR.RM-2121.VAV-2121-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 107 FC 2 AH3 SAV 015 EMER PB
607_5_3000523,BONNER.2ND-FLR.RM-2121.VAV-2121-3.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 107 FC 2 AH3 SAV 016 EMER PB
607_5_3000756,BONNER.2ND-FLR.RM-2229.VAV-2229-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 107 FC 2 AH3 SAV 036 EMER PB
608_3_3000170,BONNER.2ND-FLR.RM-2325.VAV-2325.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Input,3,NAE 108 FC 1 AH1 FEC 012 EMER PB
608_3_3000492,BONNER.3RD-FLR.RM-3125.VAV-3125.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Input,3,NAE 108 FC 2 AH3 FEC 006 EMER PB
608_5_3000158,BONNER.2ND-FLR.RM-2002.VAV-2002.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 1 AH1 SAV 011 EMER PB
608_5_3000193,BONNER.2ND-FLR.RM-2417.VAV-2417-1.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 1 AH1 SAV 013 EMER PB
608_5_3000210,BONNER.2ND-FLR.RM-2417.VAV-2417-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 1 AH1 SAV 014 EMER PB
608_5_3000227,BONNER.2ND-FLR.RM-2417.VAV-2417-3.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 1 AH1 SAV 015 EMER PB
608_5_3000283,BONNER.2ND-FLR.RM-2317.VAV-2317-1.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 1 AH1 SAV 020 EMER PB
608_5_3000300,BONNER.2ND-FLR.RM-2317.VAV-2317-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 1 AH1 SAV 021 EMER PB
608_5_3000317,BONNER.2ND-FLR.RM-2317.VAV-2317-3.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 1 AH1 SAV 022 EMER PB
608_5_3000387,BONNER.2ND-FLR.RM-2401.VAV-2401-1.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 1 AH1 SAV 028 EMER PB
608_5_3000404,BONNER.2ND-FLR.RM-2401.VAV-2401-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 1 AH1 SAV 029 EMER PB
608_5_3000421,BONNER.2ND-FLR.RM-2401.VAV-2401-3.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 1 AH1 SAV 030 EMER PB
608_5_3000582,BONNER.3RD-FLR.RM-3113.VAV-3113-1.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 2 AH3 SAV 012 EMER PB
608_5_3000599,BONNER.3RD-FLR.RM-3113.VAV-3113-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 2 AH3 SAV 013 EMER PB
608_5_3000638,BONNER.3RD-FLR.RM-3205.VAV-3205-1.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 2 AH3 SAV 017 EMER PB
608_5_3000655,BONNER.3RD-FLR.RM-3205.VAV-3205-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 2 AH3 SAV 018 EMER PB
608_5_3000672,BONNER.3RD-FLR.RM-3205.VAV-3205-3.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 2 AH3 SAV 019 EMER PB
608_5_3000816,BONNER.3RD-FLR.RM-3221.VAV-3221-1.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 2 AH3 SAV 030 EMER PB
608_5_3000833,BONNER.3RD-FLR.RM-3221.VAV-3221-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 108 FC 2 AH3 SAV 031 EMER PB
609_3_3000286,BONNER.3RD-FLR.RM-3417.VAV-3417.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Input,3,NAE 109 FC 1 AH1 FEC 019 EMER PB
609_3_3000463,BONNER.4TH-FLR.RM-4121.VAV-4121.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Input,3,NAE 109 FC 2 AH3 FEC 004 EMER PB
609_5_3000238,BONNER.3RD-FLR.RM-3317.VAV-3317-1.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 109 FC 1 AH1 SAV 015 EMER PB
609_5_3000255,BONNER.3RD-FLR.RM-3317.VAV-3317-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 109 FC 1 AH1 SAV 016 EMER PB
609_5_3000338,BONNER.3RD-FLR.RM-3401.VAV-3401-1.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 109 FC 1 AH1 SAV 023 EMER PB
609_5_3000355,BONNER.3RD-FLR.RM-3401.VAV-3401-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 109 FC 1 AH1 SAV 024 EMER PB
609_5_3000372,BONNER.3RD-FLR.RM-3401.VAV-3401-3.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 109 FC 1 AH1 SAV 025 EMER PB
609_5_3000489,BONNER.4TH-FLR.RM-4221.VAV-4221-1.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 109 FC 2 AH3 SAV 005 EMER PB
609_5_3000506,BONNER.4TH-FLR.RM-4221.VAV-4221-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 109 FC 2 AH3 SAV 006 EMER PB
609_5_3000523,BONNER.4TH-FLR.RM-4221.VAV-4221-3.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 109 FC 2 AH3 SAV 007 EMER PB
609_5_3000670,BONNER.4TH-FLR.RM-4105.VAV-4105-1.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 109 FC 2 AH3 SAV 019 EMER PB
609_5_3000687,BONNER.4TH-FLR.RM-4105.VAV-4105-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 109 FC 2 AH3 SAV 020 EMER PB
609_5_3000704,BONNER.4TH-FLR.RM-4105.VAV-4105-3.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 109 FC 2 AH3 SAV 021 EMER PB
609_5_3000723,BONNER.4TH-FLR.RM-4205.VAV-4205-1.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 109 FC 2 AH3 SAV 023 EMER PB
609_5_3000740,BONNER.4TH-FLR.RM-4205.VAV-4205-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 109 FC 2 AH3 SAV 024 EMER PB
609_5_3000757,BONNER.4TH-FLR.RM-4205.VAV-4205-3.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 109 FC 2 AH3 SAV 025 EMER PB
610_3_3000306,BONNER.4TH-FLR.RM-4305.VAV-4305.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Input,3,NAE 110 FC 1 AH1 FEC 023 EMER PB
610_5_3000260,BONNER.4TH-FLR.RM-4417.VAV-4417-1.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 110 FC 1 AH1 SAV 020 EMER PB
610_5_3000277,BONNER.4TH-FLR.RM-4417.VAV-4417-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 110 FC 1 AH1 SAV 021 EMER PB
610_5_3000392,BONNER.4TH-FLR.RM-4401.VAV-4401-1.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 110 FC 1 AH1 SAV 030 EMER PB
610_5_3000409,BONNER.4TH-FLR.RM-4401.VAV-4401-2.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 110 FC 1 AH1 SAV 031 EMER PB
610_5_3000426,BONNER.4TH-FLR.RM-4401.VAV-4401-3.EMER-PB,Emergency Push Button,emergency push button status,,,Binary Value,5,NAE 110 FC 1 AH1 SAV 032 EMER PB
607_5_3002448,Enable Time Display,,enable time display,,,Binary Value,5,NAE 107 FC 2 AH3 SAV 014 BV 82
557_0_3004565,BONNER.BASEMENT.AHU-1.SF-1.KW-HRS,Kilowatt Hours,energy in kwh,,19,Analog Input,0,NAE 57 N2 1 VFD 081 KW HRS
557_0_3004594,BONNER.BASEMENT.AHU-1.SF-2.KW-HRS,Kilowatt Hours,energy in kwh,,19,Analog Input,0,NAE 57 N2 1 VFD 082 KW HRS
557_0_3004623,BONNER.BASEMENT.AHU-3.SF-1.KW-HRS,Kilowatt Hours,energy in kwh,,19,Analog Input,0,NAE 57 N2 2 VFD 095 KW HRS
557_0_3004652,BONNER.BASEMENT.AHU-3.SF-2.KW-HRS,Kilowatt Hours,energy in kwh,,19,Analog Input,0,NAE 57 N2 2 VFD 096 KW HRS
610_2_3001564,BONNER.EF1-1.VFD.KW-HRS,Kilowatt Hours,energy in kwh,,95,Analog Value,2,NAE 110 FC 2 VFD 004 KW HRS
610_2_3001591,BONNER.EF1-3.VFD.KW-HRS,Kilowatt Hours,energy in kwh,,95,Analog Value,2,NAE 110 FC 2 VFD 005 KW HRS
610_2_3001618,BONNER.EF2-1.VFD.KW-HRS,Kilowatt Hours,energy in kwh,,19,Analog Value,2,NAE 110 FC 2 VFD 006 KW HRS
610_2_3001645,BONNER.EF2-3.VFD.KW-HRS,Kilowatt Hours,energy in kwh,,19,Analog Value,2,NAE 110 FC 2 VFD 007 KW HRS
